Year.Reported.to.CDP,Account.Number,Organization,City,Country,CDP.Region,Reporting.Authority,Access,City.wide.emissions.inventory,Accounting.year,Administrative.city.boundary,Inventory.boundary..compared.to.Administrative.city.boundary.,Primary.Protocol,Primary.Protocol.Comment,Common.Reporting.Framework.inventory.format..GPC.,Gases.Included,Direct.emissions..metric.tonnes.CO2e..for.Total.generation.of.grid.supplied.energy,Direct.emissions..metric.tonnes.CO2e..for.Total.emissions..excluding.generation.of.grid.supplied.energy.,Indirect.emissions.from.use.of.grid.supplied.energy..metric.tonnes.CO2e..for.Total.generation.of.grid.supplied.energy,Indirect.emissions.from.use.of.grid.supplied.energy..metric.tonnes.CO2e..for.Total.Emissions..excluding.generation.of.grid.supplied.energy.,Emissions.occurring.outside.city.boundary..metric.tonnes.CO2e..for.Total.Generation.of.grid.supplied.energy,Emissions.occurring.outside.city.boundary..metric.tonnes.CO2e..for.Total.Emissions..excluding.generation.of.grid.supplied.energy.,TOTAL.Scope.1.Emissions..metric.tonnes.CO2e.,TOTAL.Scope.2.emissions..metric.tonnes.CO2e.,TOTAL.Scope.3.Emissions,TOTAL.BASIC.Emissions..GPC.,TOTAL.BASIC+Emissions..GPC.,Change.in.emissions,Primary.reason.for.the.change.in.emissions,Land.area..in.square.km.,Population,Population.Year,City.Location,Last.update.
2021,54277,New Plymouth District Council,New Plymouth District,New Zealand,Southeast Asia and Oceania,NA,public,Yes,2017-07-01 - 2018-07-01,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, HFCs, N20",1555,1625538,NA,152494,NA,NA,NA,NA,NA,NA,NA,This is our first year of calculation,,2324,84400,2021,POINT (174.354 -39.1011),10/4/2021 9:23
2021,859192,Tokunoshima Town,,Japan,East Asia,NA,public,,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,859143,Miyazu City,,Japan,East Asia,NA,public,Yes,2010-04-01 - 2011-03-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,,NA,NA,0,,10/4/2021 9:23
2021,43917,Sofia Municipality,Sofia,Bulgaria,Europe,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The inventory covers the following sectors: Stationary energy - residential, municipal, and tertiary buildings, equipment and facilities; manufacturing industries and construction; agriculture and forestry; fugitive emissions from natural gas systems; Transportation - road, railroad, aviation.Waste - waste management and wastewater treatment. For each of the sectors identified in the methodology, the available data in the municipality of Sofia has been collected. Additional information from a large number of private and public organizations has also been obtained. The inventory covers all of the 24 districts of Sofia municipality.",NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,"Other, please specify: Emission reduction actions",1311,1328120,2018,POINT (23.3219 42.6977),10/4/2021 9:23
2021,35863,eThekwini Municipality,Durban,South Africa,Africa,NA,public,Yes,2019-01-01 - 2019-12-31,Metropolitan area,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Increased,Improved data accuracy,2556,3987578,2019,POINT (31.0218 -29.8587),10/4/2021 9:23
2021,862673,"City of Selkirk, MB",,Canada,North America,NA,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Smaller- covers only part of the city,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,CO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Behavioural change,24.87,10603,2020,,10/4/2021 9:23
2021,826243,Alcaldia de Cartago,Cartago,Colombia,Latin America,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,279000,138042,2021,POINT (-83.9194 9.86444),10/4/2021 9:23
2021,73671,Godoy Cruz,,Argentina,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c??lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim??tica, que fue dise?§ada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Change in available data,225.3,199392,2018,,10/4/2021 9:23
2021,54119,"City of Palo Alto, CA",Palo Alto,United States of America,North America,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",NA,475666.36,NA,NA,NA,6658.81,NA,NA,NA,NA,NA,Increased,Change in data collection methods,66.95,68990,2019,POINT (-122.143 37.4419),10/4/2021 9:23
2021,859178,Ureshino City,,Japan,East Asia,NA,public,,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,36494,Comune di Padova,Padova,Italy,Europe,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same- covers entire city and nothing else,"Other, please specify: JRC methodology for drafting the Baseline Emission Inventory within the Covenant of Mayors initiative",The methodology is based on the final energy consumptions occurring within the municipal boundary by sector.  The convertion between energy consumptions and CO2 emissions is performed through specific emission factors for each energy carrier (different GWP potentials).,NA,CO2,235067,844474,NA,465541,NA,NA,NA,NA,NA,NA,NA,Decreased,Technological change,92.85,210440,2017,POINT (11.8768 45.4064),10/4/2021 9:23
2021,859083,Katashina Village,,Japan,East Asia,NA,public,,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,834126,Dobong-gu Municipal Government,,Republic of Korea,East Asia,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,"Korea Environment Corporationü??s (KECO) ???Guidelines for Calculating Greenhouse Gas Emissions (September, 2010)??ç, based on the 2006 IPCC guidelines was used.The calculation of emissions was performed on direct emissions in which GHG is generated directly from the source (Scope 1), and indirect emissions in which GHG is generated by the consumption of power, heat, and water (Scope 2), mixed emissions to identify the characteristics of greenhouse gas emissions due to the production-consumption relationship within the local governments, and emissions considering the authority of local governments to manage the emission sources. The greenhouse gases subject to inventory construction were composed of 6 substances: CO2, CH4, N2O, PCFs, HFCs, SF6, and the period was from 2000 to 2008, in consideration of the domestic statistical publishing system.",NA,"CH4, CO2, HFCs, N20, PFCs, SF6",NA,711226,NA,472815,NA,NA,NA,NA,NA,NA,NA,Decreased,Behavioural change,20.64,327361,2020,,10/4/2021 9:23
2021,60337,Prefeitura de Quissam??,,Brazil,Latin America,NA,public,Not intending to undertake,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,719.2,20242,2010,,10/4/2021 9:23
2021,36261,Comune di Bolzano,Bolzano,Italy,Europe,NA,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same- covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The inventory has been submitted to the Covenant of Mayors as part of the SEAP,NA,CO2,NA,485684,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Technological change,52.29,107816,2020,POINT (11.3566 46.4997),10/4/2021 9:23
2021,42388,Intendencia de Montevideo,Montevideo,Uruguay,Latin America,NA,public,In progress,2018-01-01 - 2018-12-31,Province / County,Larger- covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,530,1383601,2021,POINT (-58.2987 -34.7112),10/4/2021 9:23
2021,60423,Municipalidad de la Ciudad de Neuqu??n,,Argentina,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,Province / County,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c??lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim??tica, que fue dise?§ada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",NA,"CH4, CO2, N20",NA,1412824.81,NA,169098.1,NA,71826.94,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",128,259182,2018,,10/4/2021 9:23
2021,834139,Gangdong-gu Municipal Government,,Republic of Korea,East Asia,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,National Green House Gas Monitoring System,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,"Other, please specify",24.56,455042,2020,,10/4/2021 9:23
2021,54282,Hangzhou City People's Government,Hangzhou City,China,East Asia,NA,public,In progress,2020-06-06 - 2021-06-05,City / Municipality,Same- covers entire city and nothing else,City specific methodology,,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,16850,11936010,2020,,10/4/2021 9:23
2021,58868,"Regional Municipality of Durham, ON",Durham,Canada,North America,NA,public,,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2537,699460,2019,POINT (-78.9288 43.9368),10/4/2021 9:23
2021,852523,Stroud District Council,,United Kingdom of Great Britain and Northern Ireland,Europe,NA,public,Yes,2020-04-01 - 2021-03-31,Local government area within a greater city / metropolitan area,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,CO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Behavioural change,460.65,119964,2019,,10/4/2021 9:23
2021,859170,Ogori City,,Japan,East Asia,NA,public,,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,54078,"City of Hayward, CA",Hayward,United States of America,North America,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",NA,797588.59,NA,13093,NA,NA,NA,NA,NA,NA,NA,Decreased,"Other, please specify: The biggest decrease in emissions has been in the electricity sector, as our electricity provider works towards California's RPS and is increasing renewable energy on the grid.",165,160197,2019,POINT (-122.081 37.6689),10/4/2021 9:23
2021,859054,Kitahiroshima City,,Japan,East Asia,NA,public,Yes,2011-04-01 - 2012-03-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,54092,"City of Ann Arbor, MI",Ann Arbor,United States of America,North America,NA,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Larger- covers the whole city and adjoining areas,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"The inventory uses the ICLEI methodology, including some recommended values for US cities.",NA,"CH4, CO2, N20",NA,828725,NA,636369,NA,241733,NA,NA,NA,NA,NA,Decreased,"Other, please specify: Decreased VMT activity",72.2,119980,2019,POINT (-83.743 42.2808),10/4/2021 9:23
2021,849895,Commune di Maga,,Cameroon,Africa,NA,public,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1100,180534,2017,POINT (14.933 10.8541),10/4/2021 9:23
2021,862705,Comodoro Rivadavia,,Argentina,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c??lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim??tica, que fue dise?§ada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",NA,"CH4, CO2, N20",9458.8,2057886.72,40.95,131888.34,7.41,23864.59,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",567,197442,2018,,10/4/2021 9:23
2021,54389,Taichung City Government,Taichung,"Taiwan, Greater China",East Asia,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Taiwan has promulgated the ü??Guideline of GHG Inventory for County and Municipal Governmentü?ù in 2011, the guideline has been revised according to the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories from ICLEI. With the latest GPC concept and methodology, the inventory has compliance with international regulation.Therefore, Taichung City counts greenhouse gas emission inventories in accordance with the regulations formulated by the central government, and reports the results of the report to the central competent authority.",NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,17295798.17,NA,16027321.7,NA,NA,NA,NA,NA,NA,NA,Decreased,Policy change,2214.9,2829930,2021,POINT (120.647 24.1619),10/4/2021 9:23
2021,58668,"City of New Bedford, MA",New Bedford,United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,"Other, please specify: EPA Calculator",,NA,"CH4, CO2, N20",NA,728024,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,"Other, please specify",62.5,95315,2018,POINT (-70.9342 41.6362),10/4/2021 9:23
2021,54459,City of Reykjav??k,Reykjav??k,Iceland,Europe,NA,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",NA,491281,NA,25058,NA,18251,NA,NA,NA,NA,NA,Decreased,Behavioural change,274,133262,2021,POINT (-21.8174 64.1265),10/4/2021 9:23
2021,60385,Alcald??a de Villavicencio,,Colombia,Latin America,NA,public,Intending to undertake in the next 2 years,,"Other, please specify: Municipio",,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1328,549883,2020,,10/4/2021 9:23
2021,68378,Municipalidad de Santiago de Surco,Santiago de Surco,Peru,Latin America,NA,public,Intending to undertake in the next 2 years,,Sub-municipal district,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,45,499210,2015,POINT (-77.0051 -12.1453),10/4/2021 9:23
2021,859110,Okaya City,,Japan,East Asia,NA,public,Yes,2017-04-01 - 2018-03-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,CO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,45219,Munic??pio de Aparecida,Aparecida,Brazil,Latin America,NA,public,Not intending to undertake,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,121076,36279,2017,POINT (-41.6667 -20.7),10/4/2021 9:23
2021,35877,"City of Pittsburgh, PA",Pittsburgh,United States of America,North America,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,NA,"CH4, CO2, N20",NA,5010418,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,Behavioural change,151.1,301048,2018,POINT (-79.9959 40.4406),10/4/2021 9:23
2021,69834,Municipalidad de General Alvear (Mendoza),"General Alvear, Buenos Aires",Argentina,Latin America,NA,public,Yes,2014-01-01 - 2014-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c??lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim??tica, que fue dise?§ada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",NA,"CH4, CO2, N20",0,365148.77,0,30341.85,0,4653.97,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",14448,46429,2010,POINT (-67.6955 -34.978),10/4/2021 9:23
2021,60140,City of Nakuru,Nakuru,Kenya,Africa,NA,public,Intending to undertake in the next 2 years,,Province / County,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,7498.82,2038945,2019,POINT (36.08 -0.30309),10/4/2021 9:23
2021,1499,Ajuntament de Barcelona,Barcelona,Spain,Europe,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Barcelona's local Government uses it's own protocol, which takes into account IPCC 2016 and which has been partially adapted to the GPC Protocol.",NA,"CH4, CO2, N20",1121894,1986025,NA,795667,NA,60247,NA,NA,NA,NA,NA,Stayed the same,Emissions have not changed,102.15,1664182,2020,POINT (2.1775 41.3823),10/4/2021 9:23
2021,31146,Addis Ababa City Administration,Addis Ababa,Ethiopia,Africa,NA,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The city has experience in using the GPC protocoal,NA,"CH4, CO2, N20",NA,9856045,NA,540,NA,4622548,NA,NA,NA,NA,NA,Increased,Increased energy/electricity consumption,540,3689000,2020,POINT (38.7544 9.02887),10/4/2021 9:23
2021,850585,Municipality of Ambato,,Ecuador,Latin America,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1022.32,387309,2020,,10/4/2021 9:23
2021,863202,Trenggalek Regency,,Indonesia,Southeast Asia and Oceania,NA,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Partial- covers part of the city and adjoining ar,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Laporan Penurunan Emisi Gas Rumah Kaca (RAD-GRK) Provinsi Jawa Timur menggunakan metode berdasarkan IPCC 2006,NA,CO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is our first year of calculation,Lack of resource / funding overcome,1.261,748432,2018,,10/4/2021 9:23
2021,35884,"City of San Diego, CA",San Diego,United States of America,North America,NA,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Smaller- covers only part of the city,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,NA,"CH4, CO2, N20",43698,5500228,NA,4591391,NA,NA,NA,NA,NA,NA,NA,Decreased,"Other, please specify: Utility account change",859.9,1426000,2021,POINT (-117.17 32.7181),10/4/2021 9:23
2021,54125,"City of Boise, ID",Boise,United States of America,North America,NA,public,,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,241590,2020,,10/4/2021 9:23
2021,54342,Jbail-Byblos Municipality,,Lebanon,Middle East,NA,public,Not intending to undertake,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,40000000,2019,,10/4/2021 9:23
2021,54066,"City of Fort Collins, CO",Fort Collins,United States of America,North America,NA,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Some calculations are still applied from the ICLEI Community Protocol, however these calculations align with the methods required by GPC.",NA,"CH4, CO2, N20, SF6",NA,996779.22,NA,731412.01,NA,45541.44,NA,NA,NA,NA,NA,Decreased,"Other, please specify: Several changes contributed",147.76,171629,2020,POINT (-105.084 40.5853),10/4/2021 9:23
2021,834406,Municipality of San Pedro Tlaquepaque,,Mexico,Latin America,NA,public,Yes,2018-01-01 - 2019-01-01,City / Municipality,Same- covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"El citado inventario, se elabor?? en cumplimiento al convenio espec??fico de colaboraci??n celebrado entre el Instituto Metropolitano de Planeaci??n y Gesti??n delDesarrollo del ?Årea Metropolitana de Guadalajara (IMEPLAN) y del Centro de Transporte Sustentable de M??xico A. C. conocido como el Instituto de Recursos Mundiales (WRI, por sus siglas en ingl??s) para el ü??Desarrollo de un inventario integrado de Emisiones de ContaminantesCriterio y Gases y Compuestos de Efecto Invernadero a?§o base 2018ü?ù",NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,270,664193,2015,,10/4/2021 9:23
2021,859147,Town of Yosano,,Japan,East Asia,NA,public,In progress,2005-04-01 - 2006-03-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,108,22256,2018,,10/4/2021 9:23
2021,50650,City of Gibraltar,Gibraltar,Gibraltar,Europe,NA,public,Yes,2019-01-01 - 2019-12-31,Local government area within a greater city / metropolitan area,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),'Global Protocol for Community-Scale Greenhouse Gas Emissions (GPC)ü??. Following IPCC 2006 Guidelines for most emission sources.,NA,"CH4, CO2, HFCs, N20, PFCs",143602,95565,NA,112388,NA,345706,NA,NA,NA,NA,NA,Decreased,"Other, please specify",6.7,35263,2019,POINT (-5.35359 36.1408),10/4/2021 9:23
2021,859129,Nagaizumi Town,,Japan,East Asia,NA,public,Yes,2012-04-01 - 2013-03-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,59707,"Town of Princeton, NJ",,United States of America,North America,NA,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same- covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,370008,NA,NA,NA,NA,Decreased,"Other, please specify",47.56,31822,2019,,10/4/2021 9:23
2021,50361,Ayuntamiento de Hermosillo,Hermosillo,Mexico,Latin America,NA,public,Yes,2014-01-01 - 2015-01-01,Metropolitan area,Larger- covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stayed the same,No new inventory to report,1273,936263,2020,POINT (-110.961 29.0892),10/4/2021 9:23
2021,834299,Musashino City,,Japan,East Asia,NA,public,Yes,2017-04-01 - 2018-03-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decreased,,NA,NA,0,,10/4/2021 9:23
2021,49327,"City of Providence, RI",Providence,United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,NA,"CH4, CO2, N20",NA,1941206,NA,527900,NA,27994,NA,NA,NA,NA,NA,Decreased,"Other, please specify: Industrial decline due to reduction in emissions from power plant",53.35,180609,2020,POINT (-71.4128 41.824),10/4/2021 9:23
2021,53921,"City of Tempe, AZ",Tempe,United States of America,North America,NA,public,Yes,2015-01-01 - 2015-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",0,3667560.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,Do not know,Lack of documentation,104.2,192364,2018,POINT (-111.94 33.4255),10/4/2021 9:23
2021,58513,"City of Medford, MA",Medford,United States of America,North America,NA,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The inventory was developed using MAPC's new GHG inventory calculation tool which is designed according to the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC),NA,"CH4, CO2, N20",NA,355858,NA,69076,NA,1543,NA,NA,NA,NA,NA,Decreased,"Other, please specify: change in data collection methods and accounting methodology",20.98,57637,2019,POINT (-122.876 42.3265),10/4/2021 9:23
2021,54652,Prefeitura de Osasco,Osasco,Brazil,Latin America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Larger- covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Metodologia SEEG.,NA,"CH4, CO2, HFCs, N20, PFCs",NA,NA,NA,NA,NA,NA,952496,NA,NA,NA,NA,Do not know,Lack of documentation,64.954,699944,2020,POINT (23.5328 46.7919),10/4/2021 9:23
2021,859088,Wako City,,Japan,East Asia,NA,public,,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,0,,10/4/2021 9:23
2021,35898,Greater Manchester,Manchester,United Kingdom of Great Britain and Northern Ireland,Europe,NA,public,Yes,2018-01-01 - 2018-12-31,Metropolitan area,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, N20",323501.24,10562880.32,0,3096740.01,45046.12,4002724.65,NA,NA,NA,NA,NA,Increased,Improved data accuracy,1277,2835686,2019,POINT (-2.15783 53.4576),10/4/2021 9:23
2021,852443,"Ferndale, MI",,United States of America,North America,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,NA,"CH4, CO2, N20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stayed the same,Emissions have not changed,10.36,20003,2019,,10/4/2021 9:23
2021,60053,Indore Municipal Corporation,,India,South and West Asia,NA,public,Yes,-,City / Municipality,Same- covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,NA,"CH4, CO2, N20, PFCs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stayed the same,No new inventory to report,276,2197447,2011,,10/4/2021 9:23
2021,859253,Mora kommun,,Sweden,Europe,NA,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,NA,"CH4, CO2, HFCs, N20, PFCs, SF6",9634.3,65640,NA,5960.8,NA,NA,NA,NA,NA,NA,NA,Decreased,Technological change,3111.48,20390,2018,,10/4/2021 9:23
2021,58569,City of Podgorica,Podgorica,Montenegro,Europe,NA,public,Intending to undertake in the next 2 years,,City / Municipality,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1492,185937,2011,POINT (19.2594 42.4304),10/4/2021 9:23
2021,54276,City of Greater Bendigo,Bendigo,Australia,Southeast Asia and Oceania,NA,public,In progress,2019-01-01 - 2019-12-31,City / Municipality,Same- covers entire city and nothing else,Regional or country specific methodology,Beyond Zero Emissions (BZE) Australia has developed a tool to assess the broad sectoral emissions for local government areas across Australia. The tool is known as Snapshot.,NA,"CH4, CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3000,123632,2021,,10/4/2021 9:23
2021,839970,San Justo (Argentina),San Justo,Argentina,Latin America,NA,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same- covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utiliz?? la herramienta de c??lculo desarrollada por la Red Argentina de Municipios frente al Cambio Clim??tica, que fue dise?§ada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",NA,"CH4, CO2, N20",NA,204058.92,NA,14316.77,NA,2335.02,NA,NA,NA,NA,NA,This is our first year of calculation,"Other, please specify",26.1,23943,2016,,10/4/2021 9:23
